track_id,available_markets,popularity,genre,artist_name,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
7KA4W4McWYRpgf0fWsJZWB,CH,92,Pop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
7MXVkk9YMctZqd1Srtv4MB,BT,94,Pop,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7KA4W4McWYRpgf0fWsJZWB,TH,92,Hip-Hop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
2QjOHCTQ1Jl3zawyYOpxh6,GM,93,Alternative,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
2QjOHCTQ1Jl3zawyYOpxh6,MC,93,Alternative,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
2QjOHCTQ1Jl3zawyYOpxh6,BA,93,Children’s Music,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
3xKsf9qdS1CyvXSMEid6g8,RS,91,Alternative,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554
7KA4W4McWYRpgf0fWsJZWB,HT,92,Hip-Hop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
7MXVkk9YMctZqd1Srtv4MB,KH,94,Pop,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
2QjOHCTQ1Jl3zawyYOpxh6,ME,93,Alternative,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
3xKsf9qdS1CyvXSMEid6g8,IE,91,Pop,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554
2QjOHCTQ1Jl3zawyYOpxh6,TN,93,Pop,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
3xKsf9qdS1CyvXSMEid6g8,MZ,91,Rap,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554
7KA4W4McWYRpgf0fWsJZWB,CV,92,Pop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
7MXVkk9YMctZqd1Srtv4MB,EE,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7KA4W4McWYRpgf0fWsJZWB,BF,92,Rap,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
3xKsf9qdS1CyvXSMEid6g8,BE,91,Pop,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554
3xKsf9qdS1CyvXSMEid6g8,KG,91,Pop,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554
2QjOHCTQ1Jl3zawyYOpxh6,PA,93,Alternative,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
7MXVkk9YMctZqd1Srtv4MB,NP,94,R&B,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7KA4W4McWYRpgf0fWsJZWB,MO,92,Rap,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
7KA4W4McWYRpgf0fWsJZWB,RO,92,Pop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
3w3y8KPTfNeOKPiqUTakBh,BZ,91,Pop,Bruno Mars,Locked Out Of Heaven,0.049,0.726,233478,0.698,0.0,F,0.309,-4.165,Major,0.0431,143.994,4/4,0.867
3xKsf9qdS1CyvXSMEid6g8,FR,91,R&B,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554
7MXVkk9YMctZqd1Srtv4MB,BB,94,Pop,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
2QjOHCTQ1Jl3zawyYOpxh6,GW,93,Rock,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
7KA4W4McWYRpgf0fWsJZWB,PK,92,Rap,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
7MXVkk9YMctZqd1Srtv4MB,FM,94,Pop,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7MXVkk9YMctZqd1Srtv4MB,MG,94,R&B,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7MXVkk9YMctZqd1Srtv4MB,TL,94,Pop,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
2QjOHCTQ1Jl3zawyYOpxh6,BS,93,Children’s Music,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
7MXVkk9YMctZqd1Srtv4MB,AO,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
2QjOHCTQ1Jl3zawyYOpxh6,TW,93,Children’s Music,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
2QjOHCTQ1Jl3zawyYOpxh6,CL,93,Rock,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
7MXVkk9YMctZqd1Srtv4MB,MN,94,Pop,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7MXVkk9YMctZqd1Srtv4MB,ZM,94,R&B,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7MXVkk9YMctZqd1Srtv4MB,DJ,94,Pop,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7MXVkk9YMctZqd1Srtv4MB,DZ,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7MXVkk9YMctZqd1Srtv4MB,ML,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7MXVkk9YMctZqd1Srtv4MB,HU,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
3xKsf9qdS1CyvXSMEid6g8,TG,91,Alternative,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554
0JXXNGljqupsJaZsgSbMZV,ID,90,Dance,Miguel,Sure Thing,0.0275,0.684,195373,0.603,0.000311,B,0.191,-8.127,Minor,0.0989,81.0,4/4,0.504
7KA4W4McWYRpgf0fWsJZWB,PT,92,Hip-Hop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
2QjOHCTQ1Jl3zawyYOpxh6,SN,93,Children’s Music,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
2QjOHCTQ1Jl3zawyYOpxh6,CW,93,Pop,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
1R0a2iXumgCiFb7HEZ7gUE,MD,92,Pop,Taylor Swift,Don’t Blame Me,0.106,0.615,236413,0.534,1.76e-05,A,0.0607,-6.719,Minor,0.0386,135.917,4/4,0.193
7KA4W4McWYRpgf0fWsJZWB,PH,92,Hip-Hop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
7MXVkk9YMctZqd1Srtv4MB,ZW,94,Pop,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7MXVkk9YMctZqd1Srtv4MB,NO,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
3xKsf9qdS1CyvXSMEid6g8,CM,91,R&B,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554
7MXVkk9YMctZqd1Srtv4MB,NG,94,Pop,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7MXVkk9YMctZqd1Srtv4MB,KI,94,Pop,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
2QjOHCTQ1Jl3zawyYOpxh6,MA,93,Alternative,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
7MXVkk9YMctZqd1Srtv4MB,MY,94,R&B,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
2QjOHCTQ1Jl3zawyYOpxh6,LI,93,Children’s Music,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
7KA4W4McWYRpgf0fWsJZWB,GB,92,Pop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
1R0a2iXumgCiFb7HEZ7gUE,ST,92,Dance,Taylor Swift,Don’t Blame Me,0.106,0.615,236413,0.534,1.76e-05,A,0.0607,-6.719,Minor,0.0386,135.917,4/4,0.193
7MXVkk9YMctZqd1Srtv4MB,LU,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
1R0a2iXumgCiFb7HEZ7gUE,MV,92,Dance,Taylor Swift,Don’t Blame Me,0.106,0.615,236413,0.534,1.76e-05,A,0.0607,-6.719,Minor,0.0386,135.917,4/4,0.193
1R0a2iXumgCiFb7HEZ7gUE,JM,92,Pop,Taylor Swift,Don’t Blame Me,0.106,0.615,236413,0.534,1.76e-05,A,0.0607,-6.719,Minor,0.0386,135.917,4/4,0.193
3xKsf9qdS1CyvXSMEid6g8,BW,91,Children’s Music,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554
7KA4W4McWYRpgf0fWsJZWB,MH,92,Rap,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
2QjOHCTQ1Jl3zawyYOpxh6,LB,93,Alternative,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
7KA4W4McWYRpgf0fWsJZWB,BO,92,Hip-Hop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
3xKsf9qdS1CyvXSMEid6g8,IQ,91,Pop,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554
7KA4W4McWYRpgf0fWsJZWB,NI,92,Hip-Hop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
7MXVkk9YMctZqd1Srtv4MB,SG,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7MXVkk9YMctZqd1Srtv4MB,NZ,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
561jH07mF1jHuk7KlaeF0s,MR,90,Hip-Hop,Eminem,Mockingbird,0.242,0.592,250760,0.678,0.0,E,0.182,-4.411,Minor,0.248,83.976,4/4,0.208
0JXXNGljqupsJaZsgSbMZV,VN,90,Rap,Miguel,Sure Thing,0.0275,0.684,195373,0.603,0.000311,B,0.191,-8.127,Minor,0.0989,81.0,4/4,0.504
2QjOHCTQ1Jl3zawyYOpxh6,LA,93,Rock,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
2QjOHCTQ1Jl3zawyYOpxh6,MW,93,Rock,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
2QjOHCTQ1Jl3zawyYOpxh6,WS,93,Children’s Music,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
7MXVkk9YMctZqd1Srtv4MB,DO,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
1R0a2iXumgCiFb7HEZ7gUE,ZA,92,Dance,Taylor Swift,Don’t Blame Me,0.106,0.615,236413,0.534,1.76e-05,A,0.0607,-6.719,Minor,0.0386,135.917,4/4,0.193
5FVd6KXrgO9B3JPmC8OPst,PS,90,Indie,Arctic Monkeys,Do I Wanna Know?,0.186,0.548,272394,0.532,0.000263,F,0.217,-7.596,Major,0.0323,85.03,4/4,0.405
2QjOHCTQ1Jl3zawyYOpxh6,KN,93,Children’s Music,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
7KA4W4McWYRpgf0fWsJZWB,BN,92,Hip-Hop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
7MXVkk9YMctZqd1Srtv4MB,SL,94,R&B,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
086myS9r57YsLbJpU0TgK9,CG,90,Rock,Arctic Monkeys,Why'd You Only Call Me When You're High?,0.0483,0.691,161124,0.631,1.13e-05,D,0.104,-6.478,Major,0.0368,92.004,4/4,0.8
7MXVkk9YMctZqd1Srtv4MB,GQ,94,R&B,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7KA4W4McWYRpgf0fWsJZWB,MU,92,Pop,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
7MXVkk9YMctZqd1Srtv4MB,CY,94,R&B,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
2QjOHCTQ1Jl3zawyYOpxh6,DE,93,Rock,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
2QjOHCTQ1Jl3zawyYOpxh6,GY,93,Pop,The Neighbourhood,Sweater Weather,0.0495,0.612,240400,0.807,0.0177,A#,0.101,-2.81,Major,0.0336,124.053,4/4,0.398
7MXVkk9YMctZqd1Srtv4MB,PG,94,Rap,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
1R0a2iXumgCiFb7HEZ7gUE,TT,92,Pop,Taylor Swift,Don’t Blame Me,0.106,0.615,236413,0.534,1.76e-05,A,0.0607,-6.719,Minor,0.0386,135.917,4/4,0.193
3AJwUDP919kvQ9QcozQPxg,UA,92,Pop,Coldplay,Yellow,0.00239,0.429,266773,0.661,0.00013,B,0.234,-7.227,Major,0.0281,173.365,4/4,0.285
7MXVkk9YMctZqd1Srtv4MB,VE,94,R&B,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7MXVkk9YMctZqd1Srtv4MB,LS,94,R&B,The Weeknd,Starboy,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486
7KA4W4McWYRpgf0fWsJZWB,SB,92,Rap,"Tyler, The Creator",See You Again,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
1R0a2iXumgCiFb7HEZ7gUE,VC,92,Dance,Taylor Swift,Don’t Blame Me,0.106,0.615,236413,0.534,1.76e-05,A,0.0607,-6.719,Minor,0.0386,135.917,4/4,0.193
3xKsf9qdS1CyvXSMEid6g8,XK,91,Alternative,Frank Ocean,Pink + White,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554
